sentiment,text
neg,the director has injected self-consciousness into the proceedings at every turn . the results are far more alienating than involving .
neg,the only way this supernatural snore-fest could give anyone a case of the frights is if they were put to sleep by the movie and had a nightmare .
pos,if steven soderbergh's 'solaris' is a failure it is a glorious failure .
pos,the warnings to resist temptation in this film . . . are blunt and challenging and offer no easy rewards for staying clean .
neg,like the chelsea's denizens . . . burdette's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste .
neg,"it's a stale , overused cocktail using the same olives since 1962 as garnish . not only is entry number twenty the worst of the brosnan bunch , it's one of the worst of the entire franchise ."
neg,it's fitfully funny but never really takes off .
neg,"any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes . like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it ."
pos,"if director michael dowse only superficially understands his characters , he doesn't hold them in contempt ."
neg,"costner's warm-milk persona is just as ill-fitting as shadyac's perfunctory directing chops , and some of the more overtly silly dialogue would sink laurence olivier ."
pos,it's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form .
pos,"the salton sea has moments of inspired humour , though every scrap is of the darkest variety ."
pos,kudos to the most enchanting film of the year .
neg,the plan to make enough into an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller' has flopped as surely as a soufflé gone wrong .
pos,a chick flick for guys .
pos,will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about .
neg,"it believes it's revealing some great human truths , when , in reality , it's churning ground that has long passed the point of being fertile ."
pos,"for the first time in several years , mr . allen has surpassed himself with the magic he's spun with the hollywood empress of ms . leoni's ellie ."
neg,feels too formulaic and too familiar to produce the transgressive thrills of early underground work .
neg,the best that can be said about the work here of scottish director ritchie . . . is that he obviously doesn't have his heart in it .
neg,"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard !"
pos,for the most part stevens glides through on some solid performances and witty dialogue .
neg, . . . the whole thing succeeded only in making me groggy .
neg,"bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who aren't looking for them ."
pos,"it would be interesting to hear from the other side , but in talk to her , the women are down for the count ."
neg,"the country bears has no scenes that will upset or frighten young viewers . unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either ."
pos," "" 13 conversations about one thing "" is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling ."
pos,kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting .
pos,"although what time offers tsai's usual style and themes , it has a more colorful , more playful tone than his other films ."
neg,"what started out as a taut contest of wills between bacon and theron , deteriorates into a protracted and borderline silly chase sequence ."
pos,entertaining despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .
neg,it made me realize that we really haven't had a good cheesy b-movie playing in theaters since . . . well . . . since last week's reign of fire .
neg,the filmmakers keep pushing the jokes at the expense of character until things fall apart .
neg,"certainly not a good movie , but it wasn't horrible either ."
pos,"a work of the utmost subtlety and perception , it marks the outstanding feature debut of writer-director eric byler , who understands the power of the implicit and the virtues of simplicity and economy ."
neg,festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you .
neg, . . . a cinematic disaster so inadvertently sidesplitting it's worth the price of admission for the ridicule factor alone .
neg,"the script is high on squaddie banter , low on shocks ."
pos,"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids ."
