text,sentiment,n_pos_words,n_neg_words
"as a tolerable diversion , the film suffices ; a triumph , however , it is not .",pos,0,0
"human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal .",neg,0,0
friday after next has the same problem that next friday did -- it's called where's chris tucker when you need him ?,neg,0,0
"let's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",neg,0,0
so brisk is wang's pacing that none of the excellent cast are given air to breathe .,neg,1,0
"nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that's short on plot but rich in the tiny revelations of real life .",pos,0,0
this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or darin,neg,0,0
a film without surprise geared toward maximum comfort and familiarity .,neg,0,0
master of disguise runs for only 71 minutes and feels like three hours .,neg,0,0
"gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",pos,0,0
less about shakespeare than the spawn of fools who saw quentin tarantino's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations .,neg,0,0
the bourne identity is what summer screen escapism used to be in the decades when it was geared more to grownups .,pos,0,0
two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .,pos,1,0
"contains all the substance of a twinkie -- easy to swallow , but scarcely nourishing .",neg,0,0
the film is like a series of beginnings and middles that never take off .,neg,0,0
it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes .,pos,1,0
"deliberately and devotedly constructed , far from heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate .",neg,1,0
"it's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today .",pos,1,0
"while it's nothing we haven't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it's more than a worthwhile effort .",pos,1,0
while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,pos,0,0
it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it .,neg,0,0
cletis is playful but highly studied and dependent for its success on a patient viewer .,pos,0,0
"hilarious , touching and wonderfully dyspeptic .",pos,0,0
"not as distinctive or even as humorous as its needs to be to stand out , but it has clearly been made with affection and care .",pos,0,0
handsome and sophisticated approach to the workplace romantic comedy .,pos,0,0
"mcconaughey's fun to watch , the dragons are okay , not much fire in the script .",neg,1,0
"brings together some of the biggest names in japanese anime , with impressive results .",pos,1,0
exciting documentary .,pos,1,0
"the farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one .",pos,1,1
huppert and girardot give performances of exceptional honesty .,pos,0,0
"if the movie were all comedy , it might work better . but it has an ambition to say something about its subjects , but not a willingness .",neg,0,0
god help the poor woman if attal is this insecure in real life : his fictional yvan's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse .,neg,0,1
i wish it would have just gone more over-the-top instead of trying to have it both ways .,neg,0,0
cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .,neg,0,0
the performances take the movie to a higher level .,pos,0,0
a thriller without a lot of thrills .,neg,0,0
anyone who can count to five ( the film's target market ? ) can see where this dumbed-down concoction is going .,neg,0,0
montias . . . pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,pos,0,0
it seems like i have been waiting my whole life for this movie and now i can't wait for the sequel .,pos,0,0
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,neg,0,0
"long before it's over , you'll be thinking of 51 ways to leave this loser .",neg,0,0
beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,neg,0,0
"the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film's producers ) do everything he can to look like a good guy .",neg,1,1
"i don't know precisely what to make of steven soderbergh's full frontal , though that didn't stop me from enjoying much of it .",pos,0,0
"despite the long running time , the pace never feels slack -- there's no scene that screams "" bathroom break ! """,pos,0,0
"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",neg,0,0
"' . . . mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ",pos,0,0
secretary is just too original to be ignored .,pos,0,0
"julie davis is the kathie lee gifford of film directors , sadly proving once again ego doesn't always go hand in hand with talent .",neg,0,0
ararat feels like a book repor,neg,0,0
consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire .,neg,1,0
"at three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .",neg,0,0
